bp_id;age;experience;devision;position;ans_1;ans_2;ans_3_1;yesno_3_1;com_ruk;ans_3_2;yesno_3_2;com_inst;ans_4;ans_5;ans_6;ans_7;ans_8;ans_9;ans_10;ans_11;ans_12_1;ans_12_2;ans_13;ans_14;ans_15;ans_16;ans_17;ans_18;ans_19;ans_20;ans_21;ans_22;ans_23;ans_24;ans_25;ans_26;ans_27;ans_28;ans_29;ans_30_1;ans_30_2;ans_31;ans_32;ans_33;ans_34;ans_35;ans_36;ans_37;ans_38;ans_39;ans_40;ans_41;ans_42;ans_43;ans_44;ans_45;com_nal;ans_46;ans_47;complain
4735264;35;5;5;СБ;5;3;5;1;- Хочется чтобы заместители начальников реже игнорировала письма от бортпроводников и отвечали, хоть что-нибудь, - хочется чтобы руководство учитывало пожелания и компетенции бортпроводников при переобучении, планировании на рейсы ;2;1;Костина бывает игнорирует как непосредственные вопросы в чате, так и телефонные и приходится обращаться за помощью к другим инструкторам ;5;3;2;2;2;5;3;5;3;1;5;5;3;2;2;5;2;2;6;2;5;2;2;3;3;2;3;4;6;5;4;3;4;2;5;0;0;0;0;1;1;0;0;0;0;0;1;- Я считаю, инструктор Полюдова Н. Г. не подобающим образом общается с подчиненными: кричит на бортпроводников при пассажирах, устраивает козни на борту, абсолютно не проявляет такт и культуру общения, оценивает бортпроводников, не по профессиональным качествам, а по личным предпочтениям и по уровню тестостерона. Не готова помогать бортпроводникам и не дает помогать другим бортпроводникам, если проявят инициативу, котого-то выручить. Некоторые проводники ( и таких не мало) просто снимаются с рейсов и берут больняки, когда видят ее в плане, так как она просто орет и не умеет общаться. Прош провести с ней воспитательную работу.- Предлагаю отменить лист старшего в классе эконом, так как его заполнение абсолютно бессмысленно на маленьких и средних самолетах. Его можно оставить только на 747 и 777.- Были случае когда на старте сидят бригады на Москву вчетвером (лететь 1 час, с водой, загрузка 50 пассажиров) и рядом на Барселону втроем (с горячим питанием, загрузка 8 / 120), в таких ситуациях было бы разумно позволять перекинуть одного человека с Москвы на Барселону. 
2917789;38;5;1;СБ;3;5;5;0;0;5;0;0;2;5;2;5;5;5;1;5;6;6;6;4;4;5;4;4;3;2;1;1;5;2;5;2;4;4;2;2;2;5;3;4;3;4;4;0;1;0;1;0;0;1;0;0;0;0;1;Повысить зарплату, сделать более прозрачный и понятный расчётный лист (пересмотреть положение об оплате труда БП).
2660750;42;6;3;ИПБ;2;2;4;0;0;4;0;0;2;2;2;4;3;3;2;2;2;3;4;2;2;4;3;2;5;5;5;2;5;2;4;2;3;4;5;3;3;5;2;2;4;3;3;1;1;0;1;0;0;0;0;0;0;1;0;0
448518;20;0;4;Бп;2;3;5;0;0;5;0;0;5;5;4;5;5;5;3;5;5;5;5;5;5;2;5;6;1;5;2;2;3;5;5;5;5;2;2;1;2;2;4;3;2;5;5;0;0;0;0;1;1;1;0;1;0;0;0;0 
4319433;33;5;4;Бп;2;6;5;0;0;4;0;0;1;4;2;4;5;4;1;5;5;5;5;5;5;5;5;5;3;2;2;2;3;5;5;4;5;3;2;1;2;2;4;5;1;5;5;0;1;0;0;0;1;1;0;0;0;1;0;0 
3986684;33;5;3;БП;1;6;4;1;0;4;0;0;1;1;5;5;5;5;2;4;6;4;5;3;2;5;4;5;4;3;4;2;4;4;5;5;5;4;2;2;2;2;5;5;2;5;5;0;0;1;0;1;0;1;0;1;1;0;0;0
1410356;39;6;3;БП;2;6;6;0;0;4;0;0;1;1;5;5;5;5;2;4;6;4;3;2;3;1;5;5;5;2;4;2;6;2;5;3;5;4;3;2;1;2;4;4;4;5;5;0;1;0;0;1;0;1;0;1;1;0;1;Нет длительных рейсов и командировок
3007985;37;17;4;БП;2;5;6;1;Хотелось бы, чтоб у всех была идеология, как у начальника отделения ;4;1;Готов прийти на помощь, но решения к возникающим вопросам не было найдено ни одного. ;2;2;5;4;4;5;1;5;6;5;5;4;2;5;4;5;4;2;1;2;2;5;6;5;5;6;1;1;1;2;5;6;1;6;5;0;0;0;0;0;1;1;0;0;1;1;0;0
57618;33;13;4;СБ;2;2;3;0;0;6;0;0;2;2;5;4;5;5;1;5;6;5;5;4;2;5;4;5;4;2;1;2;4;5;5;4;4;6;1;4;3;5;2;1;4;5;5;0;0;0;0;1;1;1;0;0;0;0;0;0 
4165380;35;4;4;BS;2;2;5;0;0;6;0;0;3;4;3;5;4;4;1;1;1;6;1;1;1;5;3;4;6;2;1;2;4;5;5;4;4;3;2;1;3;2;5;6;3;4;5;0;1;0;0;0;0;1;0;0;0;0;0;0 
1249183;32;6;3;БП;4;5;2;0;0;4;0;0;1;1;1;6;2;1;1;5;5;6;4;4;4;5;5;6;4;2;1;4;5;1;5;3;3;3;2;1;3;2;5;6;3;4;5;0;1;0;0;0;0;1;0;0;0;0;1;Считаю необходимым обучать бортпроводников менять давление, т к опыт показывает что многих этого делать не умеют тонометрами которые нам загружают. Психо-эмоциональное состояние в коллективе напряженное. 
1019965;32;6;3;БП;4;5;2;1;Очень не скоординирована работа между отделами. И вообще ощущение что всем на сотрудника мягко говоря, все равно. Решай все сам, вспоминай обо все сам. Пока сам не спросишь- не скажут. Могут забыть проинформировать. Зато отчитать и сделать выговор- сразу очередь начальников. ;4;1;С инструктором взаимодействую не так долго, но в целом доброжелательный и на большинство сообщений отвечает. Но был случай, когда упустила сообщение, в итоге не было ответа на вопрос, задача была не решена;4;2;1;4;4;1;2;4;4;3;4;3;4;2;5;5;4;2;3;2;6;4;6;4;5;5;2;3;3;2;2;5;3;5;5;0;1;1;0;0;0;0;0;1;1;0;1;Больше вопросов к специалистам, которые занимаются документами. Совершенно недоброжелательные, хамоватые женщины. Выполняя чартерные рейсы из других городов, бывает, что много дней просто сидишь в гостинице.
4337185;25;1;3;BS;2;4;4;0;0;5;0;0;1;2;1;5;5;4;2;4;4;3;4;3;4;3;4;3;4;3;2;3;3;1;4;2;4;4;3;3;3;6;2;4;5;3;1;1;0;0;1;0;0;0;0;0;1;0;0;Есть жалоба на специалистов. Неприветливые девушки. Подходишь вежливо решить какой то вопрос, отдать документы. Подходишь к определённому сотруднику, доброжелательно спрашиваешь «добрый день, можно спросить…?»  В ответ на это, даже не поднимая головы, не приветствуя ответ сотрудника: «нельзя» или «ждите». Ощущение что находишься на почте СССР. Неприветливые, недоброжелательные, не открытые на контакт специалисты!!! От общения с которыми портится настроение и нет ни малейшего желания к ним заходить по какому либо вопросу. Больше вопросов к специалистам, которые занимаются документами. Совершенно недоброжелательные, хамоватые женщины
3611188;30;5;2;БП;1;5;5;0;0;6;0;0;1;1;4;5;5;5;1;4;5;6;1;5;4;5;5;5;6;4;2;5;6;1;5;4;5;5;6;2;2;4;1;4;2;5;3;1;1;1;0;1;0;0;0;0;1;0;1;больше всего меня устраивает летать в командировки на 737 и я изъявляю это желание. однако это не учитывается, как и у большинства коллег, которые, к примеру, хотят летать только разворотные рейсы
880207;35;6;3;БП;1;4;6;1;0;6;0;0;1;1;4;5;6;6;1;3;6;6;4;1;5;6;5;5;5;3;4;4;5;3;5;5;6;3;5;2;2;4;1;4;2;5;3;1;1;1;0;1;0;0;0;1;1;0;1;Очень хотелось бы чаще чувствовать защиту и поддержку от руководства. Очень жаль, что так много искренних, профессиональных и ,любящих свою работу,коллег уходят по причине того, что к нам не прислушиваются.
4369314;35;6;4;БП;1;4;6;1;НОКЭ Алексеев Руслан Юрьевич очень грамотный специалист с которым всегда можно конструктивно разговаривать и получать обратную связь. Хотелось бы отметить СИБП Казанцева за профессиональную работу. Благодаря Алексееву Руслану Юрьевичу и Казанцеву Евгению работа получается качественной и продуктивной. ;3;0;0;4;4;5;5;6;6;1;3;6;6;4;1;5;6;5;5;6;2;2;1;6;5;6;5;5;5;2;2;2;2;2;6;1;6;5;0;1;1;0;1;0;0;0;1;1;0;1;планировать дальний восток оптимальным составом, решить вопросы с доставкой аптечек с самолёта (это происходит по истечении рабочего времени). не устраивает планирование неравномерное,кому-то заграничные рейсы, другим один дальний восток,кто-то летает грузовые,кто-то нет
3726493;35;6;3;БП;1;4;6;0;0;6;0;0;4;4;5;5;6;6;4;6;6;2;5;1;5;6;5;5;6;2;2;1;6;5;6;5;5;5;2;2;2;2;2;6;1;6;5;0;1;0;0;1;0;0;0;0;0;0;0;0 
4813038;34;5;3;БП;4;4;4;0;0;5;0;0;1;1;1;4;6;5;1;5;5;5;2;2;5;2;6;5;4;2;1;2;5;2;6;2;5;4;2;2;3;5;1;4;2;5;1;1;1;0;0;1;0;0;0;1;1;1;1;Руководство докапывается до мелочей больших проблем не замечая. Многие из начальства не знают элементарных вещей из асп и тд но сами при этом требуют при любой явке в доб ответы на вопросы по безопасности. Слишком много командировок. Некоторые месяцами в них не бывают у меня их по 5-7
4240783;34;5;3;БП;4;4;4;0;0;4;0;0;2;1;1;4;6;5;1;5;5;5;2;2;5;2;6;5;6;3;2;4;6;2;6;2;5;2;3;1;1;2;5;4;2;5;1;1;1;0;0;1;0;0;0;1;Неравномерность планирования, отсутствует возможность учитывать пожелания, отсутствует возможность видеть план на месяц- неделю вперёд. Нет обратной связи. ;0;0;0
4984682;23;0;5;БП;4;5;4;0;0;6;0;0;2;2;3;4;5;5;2;4;5;5;2;2;5;2;6;5;6;3;2;4;6;1;6;1;6;1;6;2;2;5;1;5;1;6;6;0;1;0;0;1;1;1;0;1;Несправедливо когда меняют 2 рейса в Египет (с дополнительным заработком за уборку) на 1 Дальний восток. Несправедливо что у мужской части нашего коллектива 5-6 Египтов в месяц, а у женской 1-2. Так же несправедливо не летать на  грузовых рейсах ни разу. ;0;0;1. В нашей АК есть положение о присвоении звания «лучший сотрудник». 2. Инструктор в рейсе это как ГУРУ- именно тот человек который покажет своим  качественную  и грамотную работу. Мне совершенно не понятно, по каким параметрам Полюдова Наталья Геннадьевна соответсвует этим требованиям. Полюдова Наталья Геннадьевна не знает знания  бюллетеня и тем самым заставляет нас нарушать работу на борту ВС. В рейсе и при остальных коллегах она позволяет  себе повышать голос, «тормозить» работу, унижать, самоутверждаться, позволяет себе на СБ повышать голос и кричать в окружении других ЧКЭ тем самым авторитет того человека теряется в глазах других людей. Совершенно не владеет понятием «корпоративной культуры». Считаю что это не профессионально. Мне известно, люди берут больничные листы дабы не лететь с ней и другая часть людей находится в стрессовой ситуации на рейсе с ней, а в случае возникновения Аварийной ситуации ещё будет сложнее ориентироваться так-как человек стресс на борту. 
2192307;36;3;2;СБ;2;6;5;0;0;6;1;Не хотелось бы менять Инструктора, грамотный специалист. Очень его люблю. ;4;6;3;5;3;4;1;2;3;5;1;1;3;4;5;5;4;3;2;4;6;1;6;1;6;1;6;2;2;5;1;5;1;6;5;0;1;0;0;1;0;0;0;1;Возникают проблемы с географией полётов и налётом часов. ;0;0;0 
4296008;32;5;3;БП;2;3;4;0;0;6;0;0;1;1;2;6;2;2;1;2;4;1;1;2;5;5;6;5;3;2;5;2;5;3;6;3;5;4;6;2;2;5;1;5;1;6;5;0;1;0;0;1;0;0;0;1;Возникают проблемы с географией полётов и налётом часов. ;0;0;Много крутых специалистов, Бортпроводников с большой буквы, уволились в первой половине 21 года. Обидно, что их охотно провожало руководство ДОБ, выражая свою крайнюю незаинтересованность в сохранении высокопрофессионального коллектива. Благодаря коллегам, которые не стали терпеть нищанскую оплату труда в тот период и неуважительное отношение руководства, произошёл летний коллапс и повышение оплаты труда. Очень надеюсь, что впредь диалог с работниками будет конструктивнее и человечнее.
1248898;35;5;5;СБ;6;1;6;1;0;6;1;0;1;6;1;6;1;6;1;6;1;1;5;2;6;4;6;5;3;2;6;1;6;1;6;1;6;1;6;1;1;2;1;6;1;6;1;1;1;1;0;0;1;1;1;1;Рейсы 6/1 в минимальном составе с минимальным отдыхом и только на Сухом. ;1;1;тест
4616406;35;5;5;СБ;6;1;6;1;0;6;1;0;1;6;1;6;1;6;1;6;1;1;5;2;6;4;6;2;4;5;3;2;6;3;6;2;4;5;5;2;1;4;2;4;2;5;5;0;1;1;0;1;0;1;0;1;0;0;0;Повышение зп и улучшения качества работы с молодыми кадрами и по техническому и интерьерному состоянию ВС
957289;35;5;5;СБ;6;1;6;1;0;6;1;0;1;6;1;6;1;6;1;6;1;1;5;2;6;4;6;2;4;5;3;2;6;3;6;2;4;5;5;2;1;4;2;4;3;4;3;0;0;0;0;0;0;0;0;1;Если повысят ЗП, то думаю все бп приходили бы на работу с радостью. ;0;0;1. Пожалуйста, снимите с нас обязанность носить аптечки на борт/с борта и переадресуйте ее наземным службам ИЛИ организуйте оплату за то, что мы их носим. Например, 800-1000 рублей за рейс.   2. Увеличьте ЗП. В совокупности мне приходит за месяц Налёт = ЗП один к одному, часто даже меньше. Я не чувствую, что мой труд оплачивается достойно. Энергозатрат тратится гораздо больше, ЗП не компенсирует их абсолютно.   3. Прошу никогда не возвращать уборку силами ЧКЭ. Спасибо за то, что когда-то ее отменили.   4. Переложите обязанность замены подголовников на наземные службы во внебазовом аэропорту ИЛИ введите доплату за их замену силами ЧКЭ. Например 400-500 рублей за рейс.   5. Хотелось бы получить на складе более качественные рубашки. Они очень быстро мнутся, но при этом с трудом отпариваются. Так же протираются в подмышечной области (не у меня одной).   6. Мне кажется, что было бы красиво и эстетично, если СБ и БП BS опрашивали пассажиров бизнес-класса, используя ручки с логотипом авиакомпании Россия.   7. Переместите резерв из профилактория в Парк Инн напротив аэропорта. В профилактории лично мне неуютно, а в кафетерии, для которого дают талончик на питание – заветренная невкусная еда. Это желание с перспективой на будущее, но не основное. Основное – увеличение ЗП. :)
3446375;32;5;4;СБ;2;2;1;1;0;5;0;0;3;2;2;5;5;5;2;5;5;5;4;5;2;5;5;5;4;2;2;2;2;2;5;5;5;5;1;2;2;5;5;5;2;5;5;0;1;0;0;1;0;1;0;0;0;0;0;0 
4835393;23;0;4;БП;3;4;6;0;0;6;0;0;3;2;3;6;6;5;2;2;2;4;1;3;3;4;4;3;4;4;2;2;6;4;4;3;5;4;3;1;1;5;3;3;3;4;4;1;1;0;0;1;0;0;0;1;Одни RRG , необходимо мешать с другими типами . ;0;1;Платите нормальную зарплату, хотя бы среднюю по рынку, и перестаньте относиться к работникам как к рабам. 
3554050;20;0;4;БП;5;5;5;0;0;4;0;0;1;3;2;5;5;3;2;2;5;5;4;5;5;5;5;5;2;2;2;2;2;4;4;2;5;5;3;3;6;6;1;5;3;5;1;0;1;0;0;0;1;0;0;1;Равномерное распределение нагрузки на месяц ;0;1;Оставьте хотя бы премии на ежемесячной основе
3410533;20;0;4;БП;5;5;6;0;0;6;0;0;1;1;1;5;2;4;1;4;6;6;1;1;2;5;2;1;6;4;2;2;5;2;5;5;5;3;2;2;2;2;5;4;3;5;4;0;1;0;0;0;1;1;0;0;0;0;0;0 
1148623;27;0;4;БП;4;1;4;1;0;5;0;0;1;1;1;5;2;4;1;4;6;6;1;1;2;5;2;1;6;4;1;2;6;1;4;1;2;5;5;1;1;6;4;2;2;4;5;1;1;0;0;1;0;0;0;1;Много сухих , мало командировок ;0;0;0
92978;27;0;4;БП;4;1;4;1;Не все , на своих местах . Есть руководители которым категорически нельзя работать с с людьми . Но безусловно есть у кого попросить совет и обратится . ;5;1;Стаж и профессиональный подход . Позволяет обратится к сотруднику в нужный момент . Не у всех так . Но мне повезло . ;1;1;3;5;5;4;1;1;3;5;2;2;5;5;5;5;4;6;5;3;6;1;4;3;4;5;2;1;2;6;2;5;4;4;2;1;1;0;1;0;1;0;0;1;0;1;0;0
2837234;37;13;4;БП;2;3;3;0;0;5;1;0;3;2;4;5;4;4;2;3;5;5;2;5;2;4;5;5;5;2;3;2;6;3;6;4;6;5;3;1;1;3;4;2;6;2;1;0;1;0;0;1;0;0;0;1;Планирование как вредители . То по 6 дней без выходных . А на другой недели 2 Калининграда за всю неделю . Планирование главная проблема . Из-за этого люди уходят на больничный . ;0;1;Нужно рассмотреть , увеличение в штатном расписании количество старших . Летаю 16 лет в компании 11 лет старшей ни выговоров , ни взысканий , и до сих пор не старшая по трудовой . Обидно . Хотя я знаю что фавориты есть . И они со стажем 3-5 лет уже старшие по должности .
3290498;40;13;4;СБ;3;2;3;0;0;4;0;0;4;2;5;4;5;2;1;4;2;4;4;2;6;3;4;2;4;3;4;2;4;3;4;3;2;4;2;1;1;2;5;6;3;5;5;0;1;0;0;1;1;1;0;1;Много ранних и ночных рейсов, а так же долгих рейсов с очень высокой физической и психологической нагрузкой. Времени отдыха между такими рейсами часто недостаточно. ;1;0;1. Считаю, что целесообразно увеличить разницу в зарплате между обычными бп и bs проводниками и старшими. 2. Считаю несправедливым систему заказа выходных дней (количество сб и bs существенно меньше в списке, чем бп) 3. Считаю, что планирование минимальным составом и вместе с тем большое количество предоставляемых услуг отрицательно сказывается на позитивном отношении к выполнению своих обязанностей. 4. Большинство чартерных рейсов из регионов выполняются в «тяжелое» время: 2-5 утра, либо ночью, нередки задержки вылета, информация до экипажа не всегда оперативно доводится, что происходит в таких случаях: экипаж спал 2-3 часа, собирается на рейс, неожиданно узнается о переносе вылета. Экипаж уже спать не ложится, выполняет рейс  с задержкой, таким образом, бп рабочий день 12-13 часов, с отдыхом перед рейсом 2-3 часа. (Предполётный отдых сложно организовать в полном объёме, тк  выезд из гостиницы, например, в 3 утра, предполагает отход ко сну в районе 18 часов, что не каждый человек в состоянии осуществить).  Кресла для бп блокируются не удобные, приходится сидеть рядом с пассажирами, что совершенно неприемлемо как для работников, так и для пассажиров, а также  для общего впечатления о перелёте авиакомпанией. Например, иногда в Египте вообще представители не блокируют для бп кресла. Обещают до начала посадки пассажиров дать информацию, в итоге после ее окончания, говорят, что рядом двух кресел нет и они могут внести изменения по факту, когда экипаж уже должен закрыть двери. Считаю целесообразным рассмотреть стоянки в местах, куда предстоит длительный и тяжелый для организма перелёт из регионов. Либо рассмотреть варианты блокирования трёх (!) кресел для отдыха бп.
4108539;40;13;4;СБ;3;2;3;1;0;4;0;0;4;2;5;4;5;2;1;4;2;4;4;2;6;3;6;6;4;3;4;2;4;3;4;1;5;4;2;1;1;2;5;6;3;5;5;0;1;0;0;1;1;1;0;1;Много ранних и ночных рейсов, а так же долгих рейсов с очень высокой физической и психологической нагрузкой. Времени отдыха между такими рейсами часто недостаточно. ;1;0;Обратите пожалуйста внимание на работу СБ таких, как:  1. Яничкина И.В.  2. Викторова И.Н. 3. Кузьмина Ю.Ю.  Полностью отсутствует корпоративная этика, уважение и адекватное поведение в общении между своими коллегами в рейсе, эстафетах и командировках. 
590856;33;4;4;СБ;1;3;4;1;Не лояльны к просьбам ;3;0;0;1;2;3;5;5;5;1;2;2;4;4;2;2;4;5;5;3;4;4;5;6;4;5;1;5;4;2;5;3;6;1;4;3;6;1;0;1;0;0;1;0;0;0;0;Планирование 6/1 на су ;0;0;0
2761002;33;4;4;СБ;1;3;4;1;Не всегда лояльны к просьбам ;3;0;0;3;3;3;4;5;4;2;3;4;4;3;3;4;3;4;3;4;4;5;1;5;4;5;2;3;5;2;2;2;5;1;2;5;3;3;0;1;0;0;1;0;0;0;1;Фиксированный план, на 90% не соответствует выполняемым рейсам. Нет возможности спланировать свое личное время! ;0;1;Равномерно и одыкватно распределять налёт. И повысить зарплату.
4548236;36;9;4;СБ;3;5;5;0;0;5;0;0;3;3;2;5;4;4;2;3;3;5;3;3;4;3;4;3;4;4;4;3;4;4;4;3;5;4;4;4;4;4;3;3;3;5;3;0;1;0;0;1;0;1;0;1;Фиксированный план, на 90% не соответствует выполняемым рейсам. Нет возможности спланировать свое личное время! ;0;1;На регулярном рейсе в Дубай, бортпроводники работают на пределе!!! Часто на рейсах в Дубай, рабочее время превышает 16 часов, что не соответствует нормам рабочего времени. 
1922008;36;9;4;СБ;3;3;4;0;0;6;0;0;4;5;2;5;3;5;2;5;3;5;3;2;5;3;5;4;5;4;4;3;4;4;4;3;5;4;4;4;4;4;3;3;3;5;3;0;1;0;0;1;0;0;0;1;Да ;0;0;0 
2230074;42;8;5;СБ;3;5;5;0;0;5;0;0;3;3;2;6;6;5;2;5;4;6;5;2;5;5;5;5;3;2;2;2;5;2;4;4;5;2;2;3;3;5;2;5;2;5;5;0;1;0;0;1;0;0;0;1;Неравномерное планирование ;0;0;0 
217167;42;22;4;СБ;1;1;5;0;0;1;0;0;3;1;2;5;4;5;2;5;5;5;2;2;5;2;4;4;3;4;2;2;5;2;6;5;6;2;2;2;1;5;2;5;2;5;5;0;1;0;1;0;0;1;0;1;Слишком много командировок, хотелось бы равномерного соотношения с разворотными рейсами. ;1;0;0
343566;21;0;3;БП;5;4;6;0;0;6;0;0;3;6;3;4;4;4;3;5;5;6;5;4;4;5;3;5;2;3;3;2;4;4;4;3;5;2;3;2;1;3;4;4;3;5;4;0;1;1;0;1;0;0;0;0;0;0;0;0 
382066;40;14;5;БП;3;5;6;0;0;4;0;0;4;4;2;5;5;4;2;4;5;5;5;5;4;4;5;5;2;2;2;2;5;3;5;5;5;3;2;2;3;4;4;4;2;5;4;0;1;0;0;1;1;1;0;0;0;0;0;0 
3920616;38;5;3;BS;2;5;5;0;0;6;0;0;3;3;4;6;6;4;1;5;5;5;2;3;2;2;6;6;5;2;2;2;5;5;5;5;5;6;2;2;1;2;4;5;2;5;5;0;1;0;0;0;0;0;0;1;Сплошной ДВ один за другим. Не всегда, но часто. ;0;0;0 
3744789;34;14;5;СБ;1;2;4;0;0;6;0;0;5;2;2;4;5;5;1;2;5;5;1;2;2;5;4;2;6;6;2;4;6;1;5;1;5;5;5;2;2;6;2;2;3;5;4;1;1;0;1;0;1;0;0;1;Планирование отвратительное. Фиксированный график не совпадает. После ночного ранний, 12 часов между рейсами в любое время суток. ;1;0;0 
1231973;54;35;4;ИПБ;2;4;5;0;0;4;0;0;2;4;1;5;6;2;1;3;5;5;5;2;5;3;6;5;6;2;2;2;5;5;6;5;5;1;2;3;3;6;2;4;2;6;2;0;0;0;1;0;1;0;0;0;0;1;0;0
2823161;26;0;4;БП;3;5;4;0;0;4;0;0;2;2;2;4;5;1;2;5;3;5;4;3;1;2;5;4;3;3;4;3;4;3;3;3;5;3;3;4;2;3;3;4;4;4;3;0;1;0;0;1;0;0;0;0;0;0;1;Не соблюдение субординации заместителя начальника ОКЭ при общении с бортпроводниками 
734424;28;4;1;СБ;3;5;6;0;0;6;0;0;1;3;4;3;6;4;1;3;6;6;2;1;1;1;6;5;6;3;1;2;6;1;4;6;6;1;3;1;1;6;1;3;1;6;5;1;1;0;1;0;0;1;0;1;Одни рейсы на сухом в минималке ;0;1;Планирование и увеличение бп на сухом и дв 
2617779;36;5;4;BS;3;3;5;0;0;5;0;0;3;3;3;5;5;4;2;3;3;5;3;3;5;2;5;5;4;4;3;3;5;4;5;4;5;3;4;2;2;3;2;3;3;5;5;0;1;0;0;1;1;1;0;0;0;0;0;0 
489670;35;5;4;BS;2;2;3;0;0;3;0;0;2;3;2;4;4;2;2;2;4;4;2;2;4;4;2;2;5;2;5;4;5;2;5;2;5;2;3;5;4;2;2;2;4;4;2;0;1;0;0;1;0;0;0;1;Не хватает часов в месяц ;0;0;0 
4421628;38;19;4;BS;2;4;4;0;0;6;0;0;1;5;1;5;6;4;1;5;5;6;2;3;3;2;5;4;5;3;3;5;5;2;5;4;5;4;5;2;1;5;2;5;3;5;4;0;1;0;0;0;1;0;0;1;Лично в моем случае , хотелось бы, чтобы , после ночного рейса учитывалось время отдыха ;0;1;Очень бы хотелось , чтобы учитывались пожелания сотрудника на отпуск! 
4317130;38;4;ОКК;БП;2;5;4;0;0;5;0;0;1;5;2;6;5;5;1;5;3;6;2;5;2;4;5;5;2;2;4;5;5;2;5;5;5;4;4;4;2;2;2;5;2;5;5;0;1;0;1;0;1;0;0;1;Слишком много ночных рейсов ;1;0;0 
68881;32;13;4;BS;1;5;4;0;0;5;0;0;1;3;2;4;3;3;2;4;3;6;1;2;2;2;4;3;6;3;4;4;5;2;5;2;5;4;5;4;2;2;2;5;3;6;2;1;1;0;1;0;0;0;0;1;Работа БП BS при минимальном составе ЧКЭ предполагает больший объём работы, чем остальных. За работу в бизнес классе внесение доплаты к оплате труда считаю необходимой мерой.  Планирование БП BS в приоритете на регулярные направления (наличие бизнес класс на вс) ;1;1;Провести индексацию и поменять оплату труда  Доставка аптечек не силами ЧКЭ Замена профилактория на гостиницу 
1184940;39;6;3;СБ;2;3;5;0;0;5;0;0;3;2;3;4;5;4;2;2;5;5;3;3;3;3;3;4;4;3;3;3;4;3;4;3;3;4;3;2;2;4;3;4;3;4;4;0;1;0;1;0;0;0;0;1;Отсутствие рейсов за границу ;1;0;0 
2320602;30;7;4;СБЭ;2;1;2;1;Должность НОКЭ 4 занимает человек, который не имеет дОлжного опыта и качеств, необходимых для руководителя. По поводу начальника и замначальника ДОБ ничего конкретного сказать не могу, так как взаимодействие было минимальным. ;6;0;0;1;1;1;4;5;2;1;2;2;6;1;2;6;3;4;1;5;5;6;2;5;1;5;2;4;5;4;6;1;4;2;2;5;3;3;1;1;0;0;0;1;0;0;1;1. Неравномерный налёт (например, за неделю может быть 35 часов, а потом за три - столько же) 2. Формальный подход, когда по документам время отдыха проходит, но по-человечески раньше планировали люди, которые сами когда-то летали, они понимали, как тяжело прийти на ранний вылет после ночного. Или летать две ночи подряд. Сейчас это происходит повсеместно. 3. Определенные группы летают определенные рейсы. Например, Иркутск, Дубай и командировки в Египет летают плюс минус одни и те же. Длинные рейсы на сухом - тоже одни и те же.  4. Резерв. Кто-то ходит по 2-3 раза в месяц, кто-то не был там уже пол года. ;0;1;1
4015108;26;2;5;БП;3;5;6;0;0;6;0;0;4;5;2;6;5;5;2;5;6;6;4;5;3;5;4;5;2;5;1;2;4;5;6;5;6;1;2;1;1;2;3;5;1;6;5;0;1;0;0;0;1;0;0;0;0;0;0;0
4615655;34;7;5;БП;1;3;4;1;Начальник ОКЭ отличный управленец! ;3;0;0;3;2;2;5;5;4;3;5;6;6;2;4;4;2;5;4;5;5;3;2;3;2;5;5;4;4;4;2;3;2;2;5;3;4;4;0;1;0;1;0;1;0;0;1;Планируемые рейсы либо в ночь либо рано утром! ;1;0;0
2337093;32;8;5;СБ;3;4;6;0;0;6;0;0;2;3;1;6;5;6;2;4;6;6;4;4;4;5;5;6;2;5;2;3;3;1;6;5;5;3;2;1;1;6;5;3;3;6;5;0;0;0;0;1;1;0;0;1;Прилетая в 5.40 утра и в этот же день необходимо быть на работе в 23.00 для выполнения ночного рейса с прилетом в 7.00-  очень тяжело. ;0;0;0
4193468;27;4;5;BS;1;6;6;0;0;6;0;0;5;1;4;4;3;5;1;5;6;6;3;3;4;5;2;4;4;2;1;2;5;1;6;4;4;1;2;2;2;3;5;5;2;1;5;1;0;0;1;0;0;1;0;1;Одни ночные / ранние  рейсы , очень устала от них физически ;1;0;0
2856279;23;0;5;БП;4;6;6;0;0;6;0;0;3;5;4;6;6;6;3;5;6;6;5;5;4;4;4;5;2;2;1;2;2;4;6;5;6;2;2;1;1;4;5;5;2;5;5;0;0;0;0;1;0;1;0;1;Хотелось бы больше налёта, возможность меняться рейсами ;0;0;0
879051;36;6;3;BS;3;5;5;0;0;4;0;0;4;2;2;4;4;2;2;5;5;5;2;4;3;2;4;4;4;2;3;3;5;4;4;2;5;5;2;3;2;3;3;5;3;4;2;0;0;0;0;1;0;0;0;1;Летаю только Дальний Восток ;0;0;0
1193420;35;5;5;БП;5;4;4;0;0;5;0;0;4;4;3;5;6;4;4;4;5;5;4;5;3;5;5;6;2;2;2;2;2;4;5;5;6;2;2;3;3;3;5;5;2;6;5;0;1;1;0;1;0;0;0;0;0;0;0;0
